Product Name,UNSPSC,ProductId,Price Varies with SKU,,Note the productId field? I think if you change that we might get it..
FLT615,40160000        ,132656,0,,
FLT638,40160000        ,132706,0,,
FLT639,40160000        ,132708,0,,
FLT706,40160000        ,153029,0,,
FLT800,40160000        ,156015,0,,
FLT801,40160000        ,156017,0,,
FLT802,40160000        ,156019,0,,
FLT803,40160000        ,156021,0,,
FLT804,40160000        ,156023,0,,
FLT805,40160000        ,156025,0,,
STR107,24112402        ,148425,0,,
STR108,24112402        ,148427,0,,
STR109,24112402        ,148429,0,,
DRM1111,24112112        ,158749,0,,
FLT214,40160000        ,131861,0,,
PLS1221,46182400        ,142252,0,,
PLS1327,46182400        ,142637,0,,
PLS1485,46182400        ,143044,0,,
PLS1486,46182400        ,143046,0,,
PLS1616,46182400        ,152940,0,,
PLS1617,46182400        ,152942,0,,
PLS455,46182400        ,143516,0,,
PLS714,46182400        ,144187,0,,
PLS715,46182400        ,144189,0,,
PLS726,46182400        ,144220,0,,
TLS609,46182400        ,149328,0,,
PAK662,24111800        ,140123,0,,
PLS1145,46182400        ,142037,0,,
PLS1148,46182400        ,142043,0,,
PLS1358,46182400        ,142693,0,,
PLS713,46182400        ,144185,0,,
DRM753,27112902        ,126758,0,,
MTL126,24101600        ,138305,0,,
PAK129,24111800        ,139512,0,,
PAK130,24111800        ,139514,0,,
PAK595,24111800        ,140005,0,,
PAK924,24111800        ,140400,0,,
PLS1146,46182400        ,142039,0,,
PLS1147,46182400        ,142041,0,,
REF303,55101524        ,145652,0,,
TLS622,52100000        ,149358,0,,
TLS623,52100000        ,149360,0,,
CAB369,24112400        ,158784,0,,
CAB370,24112400        ,158786,0,,
PLP103,47131901        ,158800,0,,
PLP104,47131901        ,158802,0,,
WRT503,12352206        ,158804,0,,
LCK288,55121500        ,155851,1,,
FLM342,46182400        ,128146,0,,
FLM343,46182400        ,128148,0,,
FLT525,40160000        ,132481,0,,
FLT559,40160000        ,132549,0,,
FLT561,40160000        ,132553,0,,
GEN305,47131600        ,133119,0,,
GEN420,41104100        ,133182,0,,
GEN510,41104100        ,133284,0,,
GEN834,41104100        ,134563,0,,
BAG112,24110000        ,157716,0,,
MAT291,47131901        ,137791,0,,
MAT292,47131901        ,137793,0,,
MAT293,47131901        ,137795,0,,
MAT905,47131901        ,138184,0,,
PAK200,47131901        ,139666,0,,
PLR207,40141739        ,141444,0,,
PLR282,47130000        ,141588,0,,
PTY228,22101714        ,145362,0,,
KIT330,47131905        ,136884,0,,
PAK173,24111803        ,139612,0,,
PAK174,24111803        ,139614,0,,
