Product Name,ProductId,UNSPSC,Category Name,Cust Field 1,Cust Field 2,Cust Field 3,Cust Field 4,Cust Field 5,Configurable Product
STARWIND ENTERPRISE CDP EDITION WITH 1 YEAR MAINTENANCE                         ,2657799,4323270100,Application server software                                                     ,NONE  ,,,STARWIND SOFTWARE                       ,1,No
STARWIND ENTERPRISE HA 16 WITH 1 YEAR MAINTENANCE                               ,2642298,4323230700,Data mining software                                                            ,NONE  ,,,STARWIND SOFTWARE                       ,1,No
STARWIND ENTERPRISE HA 8TB W/1YR MAINT                                          ,2616738,4323230400,Data base management system software                                            ,NONE  ,,,STARWIND SOFTWARE                       ,0,No
STARWIND ENTERPRISE HA 8TB W/1YR MNT                                            ,2642296,4323230700,Data mining software                                                            ,NONE  ,,,STARWIND SOFTWARE                       ,1,No
STARWIND ENTERPRISE HA 8TB W/2YR MNT                                            ,2642297,4323230700,Data mining software                                                            ,NONE  ,,,STARWIND SOFTWARE                       ,1,No
STARWIND ENTERPRISE HA UNLIMITED W/1YR MNT                                      ,2593905,4323290700,Storage networking software                                                     ,NONE  ,,,STARWIND SOFTWARE                       ,1,No
STARWIND ENTERPRISE UNLIMITED RENEWAL                                           ,2563470,4323290700,Storage networking software                                                     ,NONE  ,,,STARWIND SOFTWARE                       ,1,No
STARWIND REPLICATION W/1YR MAINT                                                ,2616739,4323230400,Data base management system software                                            ,NONE  ,,,STARWIND SOFTWARE                       ,0,No
STARWIND STARPORT PROFESSIONAL WITH 1 YR MNT                                    ,2544506,4323270100,Application server software                                                     ,NONE  ,,,STARWIND SOFTWARE                       ,1,No
STATA/MP 12 W/PDF DOC SINGLE USER CD                                            ,2557894,4323220200,Document management software                                                    ,12,,,STATA CORP                              ,1,No
STATA/MP2 12 WITH PDF DOCUMENTATION QTY 13 USER LICENSE CD                      ,2656770,4323230400,Data base management system software                                            ,12,,,STATA CORP                              ,13,No
STATA/MP2 12 WITH PDF DOCUMENTATION QTY 13 USER MAINT 1 YEAR                    ,2656772,4323230400,Data base management system software                                            ,12,,,STATA CORP                              ,13,No
STD DISK OPTION 1TB COMMCELL CAPACITY TIER-A  1-49TB                            ,2615772,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",0,No
STD DISK OPTION 1TB COMMCELL CAPACITY TIER-A  1-49TB PREM MAINT                 ,2618823,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
STD DISK OPTION 1TB COMMCELL CAPACITY TIER-A 1-49TB PREM MAINT                  ,2615773,4323290700,Storage networking software                                                     ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",0,No
"STD DISK OPTION 1TB COMMCELL CAPACITY, TIER-A 1-49TB WIN LICENSE                ",2550694,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
STD SWIFTVIEW VIEWER SINGLE USER WIN LICENSE W/ 1 YEAR UPDATES & SUPPORT        ,2614164,4323220200,Document management software                                                    ,NONE  ,,,SWIFTVIEW                               ,1,No
STD TOOLSET V9 LIC 90DAY INST SUP                                               ,2484031,4323270100,Application server software                                                     ,NONE  ,,,SOLARWINDS                              ,1,No
STD VMWARE VIRTUAL APPLIANCE BASED 25U PACKAGE WITH OUTLOOK PLUGIN ANTI VIRUS   ,2621488,4323320500,Transaction security and virus protection software                              ,NONE  ,,,ACCELLION INC                           ,1,No
STEDMAN’S ONLINE MEDICAL DICTIONARY – SINGLE USER PACKAGE LICENSE               ,2636953,4323160400,Financial analysis software                                                     ,NONE  ,,,LIPPINCOTT WILLIAMS & WILKINS           ,1,No
STEDMANS PLUS 2011 MEDICAL PHARMACEUTICAL SPELLCHECKER 2.0 SINGLE USER LIC/CD   ,2624750,4323210400,Word processing software                                                        ,2,,,LIPPINCOTT WILLIAMS & WILKINS           ,1,No
STEEL BELTED RADIUS ENT EDITION UPGRADE TO MOST CURRENT VERSION SW LICENSE      ,2584007,4323290100,Access software                                                                 ,NONE  ,,,JUNIPER NETWORK                         ,1,No
STEEL-BELTED RADIUS/ENT EDITION FOR WIN SINGLE SERVER LICS KEY ONLY             ,2575430,4323230400,Data base management system software                                            ,NONE  ,,,JUNIPER NETWORK                         ,1,No
STEELRAY PROJECT VIEWER 10-49 USER FULL LICENSE/MAINT 1 YEAR                    ,2635054,4323220100,Content workflow software                                                       ,NONE  ,,,STEELRAY                                ,1,No
STEELRAY PROJECT VIEWER 1-9 USER LICENSE WITH 1 YEAR MAINT                      ,2406377,4323220100,Content workflow software                                                       ,NONE  ,,,STEELRAY                                ,1,No
STEELRAY PROJECT VIEWER UPGRADE WIN LICENSE                                     ,2467756,4323220200,Document management software                                                    ,NONE  ,,,STEELRAY                                ,1,No
STORAGE EXEC WIN 5.3 DOC KIT                                                    ,1889679,5510151600,Operation or instruction manuals                                                ,10,,,VERITAS                                 ,0,No
STORAGE EXEC WIN 5.3 MEDIA KIT                                                  ,1889678,5510151600,Operation or instruction manuals                                                ,10,,,VERITAS                                 ,0,No
STORAGE MANAGER FOR WIN WITH 1 YEAR MAINT LICENSE                               ,2313474,4323151300,Office suite software                                                           ,NONE  ,,,QUEST                                   ,1,No
STORAGECRAFT SHADOWPROTECT DESKTOP EDITION 4.0 LICENSE 20U PK GOVT/ACAD         ,2619673,4323290700,Storage networking software                                                     ,4,,,STORAGECRAFT TECHNOLOGY                 ,20,No
STORAGECRAFT SHADOWPROTECT DESKTOP EDITION 4.0 LICENSE 50U PK GOVT/ACAD         ,2619674,4323290700,Storage networking software                                                     ,4,,,STORAGECRAFT TECHNOLOGY                 ,50,No
STORIX SBADMIN LINUX/X86 WORKSTATION ADMIN EMAIL LICENSE                        ,2501198,4323290700,Storage networking software                                                     ,NONE  ,,,STORIX                                  ,1,No
STRATA DESIGN 3D CX V6 MAC - UPG F/CX 5.X                                       ,2566813,4323210600,Presentation software                                                           ,NONE  ,,,STRATA                                  ,1,No
STRATA DESIGN 3D CX V6 MAC LICENSE                                              ,2561079,4323210600,Presentation software                                                           ,NONE  ,,,STRATA                                  ,1,No
STRATA DESIGN 3D CX V6 WIN LICENSE                                              ,2585436,4323210200,Graphics or photo imaging software                                              ,6,,,STRATA                                  ,1,No
STRATA DESIGN 3D CX V6 WIN UPG F/CX 5.X LICENSE                                 ,2532534,4323210200,Graphics or photo imaging software                                              ,NONE  ,,,STRATA                                  ,1,No
STRATER 2 LICENSE CD                                                            ,2594576,4323230400,Data base management system software                                            ,2,,,GOLDEN SOFTWARE                         ,1,No
STRATER 2 UPGRADE FROM 1 - CD                                                   ,2594002,4323230400,Data base management system software                                            ,2,,,GOLDEN SOFTWARE                         ,1,No
STRATUSPHERE UX 1U LICENSE W/MAINT 1 YEAR                                       ,2646506,4323340500,Device drivers or system software                                               ,NONE  ,,,LIQUIDWARE LABS                         ,1,No
STREET ATLAS 2011 PLUS NETWORK LICENSE                                          ,2650365,4323230100,Categorization or classification software                                       ,2011,,,DELORME PUBLISHING                      ,1,No
STREET ATLAS 2011 PLUS NETWORK MEDIA KIT DVD                                    ,2650368,4323230100,Categorization or classification software                                       ,2011,,,DELORME PUBLISHING                      ,1,No
STREET ATLAS 2011 WIN 10-99U NETWORK LICENSE                                    ,2643290,4323230100,Categorization or classification software                                       ,2011,,,DELORME PUBLISHING                      ,1,No
STREET ATLAS USA 2011 PLUS LICENSE                                              ,2642142,4323230100,Categorization or classification software                                       ,2011,,,DELORME PUBLISHING                      ,1,No
STREET ATLAS USA 2011 PLUS WIN CD                                               ,2602899,4323230100,Categorization or classification software                                       ,2010,,,DELORME PUBLISHING                      ,1,No
STREET ATLAS USA 2011 PLUS WITH MEDIA                                           ,2595071,4323230100,Categorization or classification software                                       ,2011,,,DELORME PUBLISHING                      ,1,No
STREET ATLAS USA 2011 WIN CD                                                    ,2593709,4323230100,Categorization or classification software                                       ,2010,,,DELORME PUBLISHING                      ,1,No
STRG PROFILER PL500 1YR MNT RNWL                                                ,2614435,4323270100,Application server software                                                     ,NONE  ,,,SOLARWINDS                              ,1,No
STUDIO ENT 10-29U EML WIN LICENSE                                               ,2609560,4323230400,Data base management system software                                            ,NONE  ,,,COMPONENTONE                            ,1,No
STUDIO ENT DOC EDITION WIN 1-9 USER VERSION UPGRADE                             ,2654757,4323240300,Enterprise application integration software                                     ,NONE  ,,,COMPONENTONE                            ,1,No
STUDIO ENT ED 1-4 USER SUBSCRIPTION RENEWAL                                     ,2607596,4323240300,Enterprise application integration software                                     ,NONE  ,,,COMPONENTONE                            ,1,No
STUDIO ENT ED RNWL 5-9 USERS EML                                                ,2515252,4323300200,Network operation system software                                               ,NONE  ,,,COMPONENTONE                            ,1,No
STUDIO F/WF SUB W/SPT RNWL 1-9 USERS EML                                        ,2656880,4323240300,Enterprise application integration software                                     ,NONE  ,,,COMPONENTONE                            ,1,No
STUDIO FOR ACTIVEX SUBSCRIPTION FULL VERSION WIN LICENSE                        ,2619362,4323240300,Enterprise application integration software                                     ,NONE  ,,,COMPONENTONE                            ,1,No
STUDIO FOR WINFORMS SUBSCRIPTION 1-9 USERS VERSION UPGRADE                      ,2658608,4323240300,Enterprise application integration software                                     ,NONE  ,,,COMPONENTONE                            ,1,No
STUFFIT DELUXE 2010 WIN CD ACAD                                                 ,2556158,4323220200,Document management software                                                    ,2010,,,SMITH MICRO SOFTWARE                    ,1,No
STUFFIT DELUXE 2011 HYBRID PHYSICAL CD                                          ,2603371,4323220200,Document management software                                                    ,2011,,,SMITH MICRO SOFTWARE                    ,1,No
STUFFIT DELUXE 2011 HYBRID WIN/MAC ESD LICENSE                                  ,2607816,4323290700,Storage networking software                                                     ,2011,,,SMITH MICRO SOFTWARE                    ,0,No
STUFFIT DELUXE 2011 UPGRADE 1-10 USERS MAC CD                                   ,2602167,4323220200,Document management software                                                    ,2011,,,SMITH MICRO SOFTWARE                    ,1,No
STUFFIT DELUXE 2011 WIN 11-24 USER LICENSE                                      ,2602169,4323220200,Document management software                                                    ,2011,,,SMITH MICRO SOFTWARE                    ,1,No
STUFFIT DELUXE V.12 MAC 11-49 USER LICENSE                                      ,2458273,4323340500,Device drivers or system software                                               ,12,,,SMITH MICRO SOFTWARE                    ,1,No
STYLUS STUDIO 2009 XML ENT STE FULL LIC 2 USER                                  ,2500946,4323300200,Network operation system software                                               ,2009,,,STYLUS STUDIO                           ,1,No
STYLUS STUDIO 2009 XML PRO TO ENT STEP-UP LIC-PER USER                          ,2518346,4323240300,Enterprise application integration software                                     ,2009,,,STYLUS STUDIO                           ,1,No
STYLUS STUDIO 2010 ENT MAJOR RELEASE UPG LIC                                    ,2602216,4323240300,Enterprise application integration software                                     ,2010,,,STYLUS STUDIO                           ,0,No
STYLUS STUDIO 2010 XML ENT 2 USER PACK WIN LICENSE                              ,2589016,4323240300,Enterprise application integration software                                     ,2010,,,STYLUS STUDIO                           ,1,No
STYLUS STUDIO 2010 XML ENT STE - 1U AUP                                         ,2541086,4323240300,Enterprise application integration software                                     ,NONE  ,,,STYLUS STUDIO                           ,0,No
STYLUS STUDIO 2010 XML ENT-SNGL USER ESD WIN LICENSE                            ,2548105,4323240300,Enterprise application integration software                                     ,NONE  ,,,STYLUS STUDIO                           ,1,No
STYLUS STUDIO 2010 XML PRO MAJOR RELEASE UPG LIC                                ,2544587,4323210500,Charting software                                                               ,2010,,,DATADIRECT                              ,1,No
STYLUS STUDIO 2010 XML PRO-SNGL U AUP                                           ,2544583,4323210500,Charting software                                                               ,2010,,,DATADIRECT                              ,1,No
STYLUS STUDIO 2011 XML ENT SNGL U LICENSE                                       ,2605529,4323230400,Data base management system software                                            ,2010,,,STYLUS STUDIO                           ,1,No
STYLUS STUDIO 2011 XML PRO 10U PK                                               ,2606652,4323230400,Data base management system software                                            ,2011,,,STYLUS STUDIO                           ,1,No
STYLUS STUDIO 2011 XML PRO 5U PK                                                ,2606119,4323230400,Data base management system software                                            ,2011,,,STYLUS STUDIO                           ,1,No
STYLUS STUDIO 2011 XML PRO SNGL U                                               ,2605271,4323230400,Data base management system software                                            ,2010,,,STYLUS STUDIO                           ,10,No
STYLUS STUDIO XML ENT ANL UPG PROTECTPRGM 1YPERU LICENSE                        ,2506268,4323230400,Data base management system software                                            ,NONE  ,,,STYLUS STUDIO                           ,1,No
SUITCASE FUSION 3 STAND ALONE WIN BOX ENGLISH                                   ,2602305,4323210700,Web page creation and editing software                                          ,3,,,EXTENSIS CORPORATION                    ,1,No
SUITCASE FUSION 3 STAND-ALONE MAC ESD ACADEMIC ENGLISH                          ,2603258,4323210700,Web page creation and editing software                                          ,3,,,EXTENSIS CORPORATION                    ,1,No
SUITCASE FUSION 3 STAND-ALONE MAC ESD ENGLISH                                   ,2593857,4323210700,Web page creation and editing software                                          ,3,,,EXTENSIS CORPORATION                    ,1,No
SUITCASE FUSION 3 STAND-ALONE MAC ESD ENGLISH LICENSE                           ,2589084,4323210700,Web page creation and editing software                                          ,2,,,EXTENSIS CORPORATION                    ,1,No
SUITCASE FUSION 3 STAND-ALONE MAC ESD VLA UPGR INCL MAINT                       ,2597938,4323210700,Web page creation and editing software                                          ,NONE  ,,,EXTENSIS CORPORATION                    ,1,No
SUITCASE FUSION 3 STAND-ALONE MAC ESD VLA: 1 AND 9 LICENSES INCL 1 YEAR MAINT   ,2593864,4323210700,Web page creation and editing software                                          ,3,,,EXTENSIS CORPORATION                    ,1,No
SUITCASE FUSION 3 STAND-ALONE WIN ESD ACADEMIC ENGLISH                          ,2603260,4323210700,Web page creation and editing software                                          ,3,,,EXTENSIS CORPORATION                    ,1,No
SUITCASE FUSION 3 V14 SA MAC BOX CD                                             ,2590817,4323210700,Web page creation and editing software                                          ,14,,,EXTENSIS CORPORATION                    ,1,No
SUITCASE FUSION 3 V14 STANDALONE WIN ESD ENGLISH LICENSE                        ,2598837,4323270100,Application server software                                                     ,14,,,EXTENSIS CORPORATION                    ,1,No
SUITECASE FUSION 3 V14 SA E MAC ELECTRONIC UPGRADE                              ,2608025,4323210700,Web page creation and editing software                                          ,3,,,EXTENSIS CORPORATION                    ,1,No
SUP & MAINT - DELPHI 2007 WIN32 ENTERPRISE NTWK CONC (BLS)                      ,2366168,4323240300,Enterprise application integration software                                     ,2007,,,BORLAND                                 ,1,No
SUP & MAINT - DELPHI 2007 WIN32 ENTERPRISE NTWK CONC (FLEXLM)                   ,2366170,4323240300,Enterprise application integration software                                     ,2007,,,BORLAND                                 ,1,No
SUP & MAINT - DELPHI 2007 WIN32 ENTERPRISE NTWK NMD (FLEXLM)                    ,2366165,4323240300,Enterprise application integration software                                     ,2007,,,BORLAND                                 ,1,No
SUP & MAINT - DELPHI 2007 WIN32 PROFESSIONAL NTWK CONC (BLS)                    ,2366292,4323240300,Enterprise application integration software                                     ,2007,,,BORLAND                                 ,1,No
SUP & MAINT - DELPHI 2007 WIN32 PROFESSIONAL NTWK CONC (FLEXLM)                 ,2366293,4323240300,Enterprise application integration software                                     ,2007,,,BORLAND                                 ,1,No
SUP & MAINT - DELPHI 2007 WIN32 PROFESSIONAL NTWK NMD (BLS)                     ,2366287,4323240300,Enterprise application integration software                                     ,2007,,,BORLAND                                 ,1,No
SUP & MAINT - DELPHI 2007 WIN32 PROFESSIONAL NTWK NMD (FLEXLM)                  ,2366291,4323240300,Enterprise application integration software                                     ,2007,,,BORLAND                                 ,1,No
SUP & MAINT - DELPHI FOR PHP                                                    ,2366125,4323240300,Enterprise application integration software                                     ,NONE  ,,,BORLAND                                 ,1,No
SUP & MNT C PLUS PLUS BLDR 2010 & XE ENT NMD USER                               ,2599101,4323240300,Enterprise application integration software                                     ,NONE  ,,,EMBARCADERO TECHNOLOGIES                ,1,No
SUP & MNT DELPHI 2009 ENT NMD DELPHI ONLY                                       ,2532882,4323240300,Enterprise application integration software                                     ,2009,,,EMBARCADERO TECHNOLOGIES                ,1,No
SUP AND MNT DELPHI 2010 ENT NMD USER                                            ,2578205,4323340500,Device drivers or system software                                               ,NONE  ,,,EMBARCADERO TECHNOLOGIES                ,1,No
SUP AND MNT JBUILDER 2008 PRO NAMED WIN LICENSE                                 ,2542747,4323240300,Enterprise application integration software                                     ,2008,,,EMBARCADERO TECHNOLOGIES                ,1,No
SUP MNT CREATOR 2011 251-500U                                                   ,2622367,4323270100,Application server software                                                     ,2011,,,SONIC SOLUTIONS                         ,1,No
SUP MNT DELPHI 2007 WIN32 ENTERPRISE NAMED                                      ,2366162,4323240300,Enterprise application integration software                                     ,2007,,,BORLAND                                 ,1,No
SUP MNT DELPHI 2007 WIN32 PROFESSIONAL NAMED                                    ,2366286,4323240300,Enterprise application integration software                                     ,2007,,,BORLAND                                 ,1,No
SUPER PHONICS SINGLE WIN LICENSE                                                ,2618117,4323230300,Customer relationship management CRM software                                   ,4,,,ESSENTIAL SKILLS SOFTWARE               ,1,No
SUPPORT & MAINTENANCE VPA 7 MONTHS                                              ,2622103,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
SUPPORT 6-CALL EXPIRES 1-YEAR FROM PURCHASE DATE OR ONCE CALL IS COMPLETE  ACAD ,2595129,4323300400,Operating system software                                                       ,NONE  ,,,STONEWARE INC                           ,1,No
SUPPORT AND UPGRADES PACKAGE FOR SQL BACKUP PRO 5 SRVR LIC 3YR SUPPORT          ,2627923,4323290700,Storage networking software                                                     ,NONE  ,,,RED GATE SOFTWARE LTD                   ,0,No
SURFCONTROL INTERNET THREAT DATABASE 10K-14K USER SUBSCRIPTION LICENSE 13 MONTH ,2585927,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
SURFCONTROL INTERNET THREAT DB ADD 2000-4900 SEATS SUBSCRIPTION LICENSE 1 YEAR  ,2591655,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,"WEBSENSE, INC                           ",1,No
SURVEY MONKEY PRO SELECT ANNUAL SUBSCRIPTION                                    ,2646703,4323260500,Analytical or scientific software                                               ,NONE  ,,,SURVEY MONKEY.COM LLC                   ,1,No
SW ENG TSET 9.0 UPG TO ENG 10.0 WITH 1YR MAINT                                  ,2538813,4323270100,Application server software                                                     ,9,,,SOLARWINDS                              ,1,No
SW ENG TSET V9 UPG TO ENG V10 W/ 1YR MNT                                        ,2553266,4323270100,Application server software                                                     ,NONE  ,,,SOLARWINDS                              ,1,No
SW ENGS TLSET LIC W/ 1YR MNT -                                                  ,2516902,4323270100,Application server software                                                     ,NONE  ,,,SOLARWINDS                              ,1,No
SW ENGS TLSET LICENSE WITH 1 YEAR MAINT                                         ,2516988,4323270100,Application server software                                                     ,NONE  ,,,SOLARWINDS                              ,1,No
SW EX7000/2500 SUP 24X7 100U 1YR RENEWAL                                        ,2514780,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,SONICWALL                               ,100,No
SW EX7000/2500 SUP 24X7 2000U 1YR                                               ,2508684,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,SONICWALL                               ,1,No
SW EX7000/2500 SUP 24X7 500U 1YR                                                ,2514201,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,SONICWALL                               ,1,No
SW EX7000/2500 SUP 24X7 50U 1YR                                                 ,2508685,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,SONICWALL                               ,1,No
SW SUP 24X7 EX6000/1500 1600 100U 1YR                                           ,2564287,4323320300,Network security or virtual private network VPN management software             ,NONE  ,,,SONICWALL                               ,1,No
SW TCX SUITE VDI/XENDESKTOP 32/64 LICENSE                                       ,2605693,4323270100,Application server software                                                     ,NONE  ,,,WYSE TECHNOLOGY                         ,1,No
SW VDA VDI XEN DESKTOP LICENSE                                                  ,2560694,4323270100,Application server software                                                     ,NONE  ,,,WYSE TECHNOLOGY                         ,1,No
SWIFT 3D V 6 WIN LICENSE                                                        ,2569231,4323210200,Graphics or photo imaging software                                              ,6,,,ELECTRIC RAIN                           ,1,No
SYBASE INFOMAKER 12.0 LICENSE                                                   ,2650357,4323230400,Data base management system software                                            ,12,,,SYBASE                                  ,1,No
SYBASE INFOMAKER 12.0 STD SUPPORT MAINT                                         ,2650358,4323230400,Data base management system software                                            ,NONE  ,,,SYBASE                                  ,1,No
SYMBOLS 2000 WIN32 CD                                                           ,1779999,4323260400,Computer aided design CAD software                                              ,2000,,,AUTODESK                                ,1,No
SYNERGY KALEIDAGRAPH V.4.0 ACADEMIC EDITION - 1 USER CD                         ,2640213,4323210700,Web page creation and editing software                                          ,4,,,GLOBAL MARKETING PARTNERS               ,1,No
SYNERGY KALEIDAGRAPH V.4.0 CORPORATE EDITION WIN 10 USER LICENSE                ,2483532,4323230400,Data base management system software                                            ,NONE  ,,,SYNERGY                                 ,1,No
SYNERGY SOFTWARE ACAD KALEIDAGRAPH 4.0 WIN SINGLE LICENSE                       ,2555813,4323210200,Graphics or photo imaging software                                              ,4,,,SYNERGY                                 ,1,No
SYSLOG SERVER RENEWAL MAINT 1 YEAR                                              ,2582612,4323270100,Application server software                                                     ,NONE  ,,,SOLARWINDS                              ,1,No
SYSTRAN 7 BUSINESS EUROPEAN FULL VERSION DVD MEDIA ONLY                         ,2613474,4323210400,Word processing software                                                        ,NONE  ,,,SYSTRAN SOFTWARE                        ,0,No
SYSTRAN 7 BUSINESS WORLD FULL VERSION DVD MEDIA ONLY                            ,2621206,4323210400,Word processing software                                                        ,7,,,SYSTRAN SOFTWARE                        ,0,No
SYSTRAN 7 PREMIUM EUROPEAN FULL VERSION DVD MEDIA ONLY                          ,2621205,4323210400,Word processing software                                                        ,7,,,SYSTRAN SOFTWARE                        ,0,No
SYSTRAN 7 PREMIUM WORLD FULL VERSION DVD                                        ,2621203,4323210400,Word processing software                                                        ,7,,,SYSTRAN SOFTWARE                        ,1,No
"TA WF HP QT PRO 2007 V1 CORP CONC RNWL W/SUB, PS&SC LICENSE                     ",2544650,4323230400,Data base management system software                                            ,1,,,INFRAGISTICS                            ,0,No
TABLEAU DESKTOP PRO USER LICENSE                                                ,2637082,4323230700,Data mining software                                                            ,NONE  ,,,TABLEAU SOFTWARE INC                    ,1,No
TABLEAU PROFESSIONAL ED DESKTOP LICENSE MIN 10 INTERACTORS W/ 1 YR MAINT        ,2657296,4323340500,Device drivers or system software                                               ,NONE  ,,,TABLEAU SOFTWARE INC                    ,1,No
TABLEAU TABLEAU SERVER INTERACTOR LICENSE MIN 10 INTERACTORS W/ 1 YR MAINT      ,2657298,4323230700,Data mining software                                                            ,NONE  ,,,TABLEAU SOFTWARE INC                    ,1,No
TALKING TYPER CD-ROM                                                            ,2595891,4323270300,Interactive voice response software                                             ,NONE  ,,,AMERICAN PRINTING HOUSE                 ,1,No
TAO COMPUTING SOLUTIONS DEVELOPMENT LICENSE                                     ,2648021,4323300400,Operating system software                                                       ,2009,,,TAO COMPUTING SOLUTIONS                 ,1,No
TAO EXDOS 2009 PRO LICENSE                                                      ,2648020,4323300400,Operating system software                                                       ,2009,,,TAO COMPUTING SOLUTIONS                 ,1,No
TAO EXDOS 2009 PRO LICENSE/MAINT 1 YEAR                                         ,2646859,4323300400,Operating system software                                                       ,2009,,,TAO COMPUTING SOLUTIONS                 ,1,No
TAO EXDOS 2009 PRO LICENSE/MAINT 1 YEAR                                         ,2646864,4323300400,Operating system software                                                       ,2009,,,TAO COMPUTING SOLUTIONS                 ,1,No
TAPE LIBRARY MANAGEMENT SOFTWARE                                                ,2599235,4323230400,Data base management system software                                            ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
TAPE LIBRARY MANAGEMENT SOFTWARE WIN LICENSE                                    ,2483243,4323151300,Office suite software                                                           ,NONE  ,,,"COMMVAULT SYSTEMS, INC.                 ",1,No
TEAM CITY 3.0 ENT SERVER LICENSE                                                ,2486633,4323240300,Enterprise application integration software                                     ,3,,,JETBRAINS                               ,1,No
TEAM CITY 4.0 BUILD AGT 1-5 USER LICENSE                                        ,2501286,4323240300,Enterprise application integration software                                     ,4,,,JETBRAINS                               ,1,No
TEAM CITY 6.0 BUILD AGENT 11 PLUS USER LICENSE                                  ,2624241,4323240300,Enterprise application integration software                                     ,6,,,JETBRAINS                               ,1,No
TEAM DEVELOPMENT FOR SITECORE 1ST YEAR SUPPORT AND UPGRADES INCLUDED            ,2654631,4323340500,Device drivers or system software                                               ,NONE  ,,,HEDGEHOG DEVELOPMENT                    ,1,No
TEAMVIEWER 6.X PREMIUM LICENSE                                                  ,2651432,4323270100,Application server software                                                     ,6.X   ,,,TEAMVIEWER GMBH                         ,1,No
TECHTOOL PRO 6 LICENSE DVD                                                      ,2654332,4323230400,Data base management system software                                            ,NONE  ,,,MICROMAT COMPUTER                       ,1,No
TECHTOOL PROTOGO LICENSE DVD ACAD                                               ,2654331,4323230400,Data base management system software                                            ,NONE  ,,,MICROMAT COMPUTER                       ,1,No
TEKLYNX LABEL MATRIX POWERPRO NETWORK V.8.0 5 USER LICENSE                      ,2555020,4323230100,Categorization or classification software                                       ,NONE  ,,,TEKLYNX                                 ,1,No
TEKLYNX LABEL VIEW V9 PRO USB                                                   ,2646462,4323230100,Categorization or classification software                                       ,9,,,TEKLYNX                                 ,1,No
TEKLYNX LABELVIEW 9 PRO UP TO 3 PRINTERS PER UNIT PRICING                       ,2646465,4323230100,Categorization or classification software                                       ,9,,,TEKLYNX                                 ,1,No
TELELOGIC SOLARWINDS ENG TOOLSET MNT ONLY 12MO                                  ,2523707,4323270100,Application server software                                                     ,NONE  ,,,SOLARWINDS                              ,1,No
TELERIK PREM COLLECTION FOR .NET DEV EARLY RNWL SUBSCRIPTION/MAINT 1 YEAR       ,2511421,4323240300,Enterprise application integration software                                     ,NONE  ,,,TELERIK                                 ,1,No
TELERIK PREMIUM COLLECTION F/.NET DEVELOPER LICENSE W/ SUBS & PRIORITY SUPPORT  ,2505917,4323240300,Enterprise application integration software                                     ,NONE  ,,,TELERIK                                 ,1,No
TELERIK PREMIUM COLLECTION FOR .NET DEVELOPER LICENSE W/SUBSCRIPTION/MAINT      ,2650185,4323240300,Enterprise application integration software                                     ,NONE  ,,,TELERIK                                 ,1,No
TELERIK REPORTING DEVELOPER LICENSE                                             ,2655303,4323230400,Data base management system software                                            ,NONE  ,,,TELERIK                                 ,1,No
TELERIK ULTIMATE COLLECTION FOR NET DEVELOPERS LICENSE/MAINT                    ,2644127,4323240300,Enterprise application integration software                                     ,NONE  ,,,TELERIK                                 ,1,No
TERRAIN NAVIGATOR PRO 8.71 NEW ENGLAND - DVD                                    ,2620566,4323230100,Categorization or classification software                                       ,8.71,,,MYTOPO                                  ,0,No
TEST 71108                                                                      ,2479326,4323151300,Office suite software                                                           ,71108,,,QUARK                                   ,1,No
TEST ADVANTAGE F/WIN FORMS F/HP 2009 VOLUME 1                                   ,2539241,4323230400,Data base management system software                                            ,2009,,,INFRAGISTICS                            ,1,No
"TESTADV F/WF F/HP QT PRO 2008 VOL2 W/SUB,PS&SC                                  ",2589035,4323240300,Enterprise application integration software                                     ,2009,,,INFRAGISTICS                            ,1,No
TESTADV F/WF F/HP QT PRO 2008 VOL3 W/SUB PS&SC                                  ,2532114,4323230400,Data base management system software                                            ,NONE  ,,,INFRAGISTICS                            ,1,No
TESTADVANTAGE / WIN FORMS CORP CONCURRENT LICENSE WITH MAINT                    ,2655123,4323230400,Data base management system software                                            ,NONE  ,,,INFRAGISTICS                            ,1,No
TESTCOMPLETE 6 ENT 1Y MNT RNWL                                                  ,2462989,4323240300,Enterprise application integration software                                     ,6,,,AUTOMATEDQA                             ,1,No
TESTCOMPLETE 6 ENT NAMED USER LICENSE INCLUDES 12 MONTH MAINT                   ,2486769,4323240300,Enterprise application integration software                                     ,6,,,AUTOMATEDQA                             ,1,No
